"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"787",1970,"Graduation","Single",33697,"One","None",34,4,3,7,0,3,11,1,1,0,2,7,"Yes","No","No","No","No","No","No","GER",2013,"Sep","No"
"788",1978,"2n Cycle","Married",25804,"One","None",34,8,7,9,13,6,12,2,2,0,3,8,"No","No","No","No","No","No","No","CA",2013,"Sep","No"
"789",1977,"Graduation","Married",72117,"None","One",34,707,20,171,65,60,50,1,9,7,9,5,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"790",1966,"Graduation","Married",61286,"None","One",34,356,0,107,19,9,117,2,7,1,8,5,"No","No","No","No","No","No","No","IND",2013,"Aug","No"
"791",1966,"Graduation","Married",61286,"None","One",34,356,0,107,19,9,117,2,7,1,8,5,"No","No","No","No","No","No","No","GER",2013,"Aug","No"
"792",1958,"Graduation","Together",65196,"None","Two",34,743,19,181,12,0,200,2,7,6,11,5,"Yes","No","No","No","No","No","No","SP",2013,"Jul","No"
"793",1971,"Graduation","Divorced",55635,"None","One",34,235,65,164,50,49,27,4,7,3,7,6,"No","No","No","No","No","No","No","US",2012,"Nov","No"
"794",1981,"Master","Together",42021,"One","None",34,393,5,136,7,5,27,5,10,1,6,9,"Yes","No","No","No","No","No","No","SP",2012,"Aug","No"
"795",1972,"Master","Married",75251,"None","None",34,721,111,925,97,18,18,1,7,6,5,5,"No","No","No","No","No","Yes","No","GER",2012,"Aug","No"
"796",1968,"Graduation","Together",35322,"One","Two",34,28,9,37,12,7,13,3,2,0,4,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"797",1969,"PhD","Together",53374,"None","One",34,896,10,101,13,10,34,6,4,2,9,9,"Yes","No","No","No","No","Yes","No","CA",2012,"Aug","No"
"798",1959,"Graduation","Married",87195,"None","None",35,217,76,690,50,26,38,1,3,11,5,1,"No","No","No","No","No","Yes","No","CA",2014,"May","No"
"799",1981,"2n Cycle","Single",42395,"One","One",35,48,13,57,24,15,25,4,3,1,4,7,"No","No","No","No","No","No","No","IND",2014,"Apr","No"
"800",1966,"Graduation","Together",82427,"None","None",35,482,147,509,104,107,107,1,3,5,12,1,"No","No","Yes","No","No","No","No","SP",2014,"Mar","Yes"
"801",1969,"Master","Together",44602,"One","One",35,167,2,89,0,0,34,6,6,1,4,8,"No","No","No","No","No","No","No","IND",2014,"Feb","No"
"802",1951,"Graduation","Married",94642,"None","None",35,879,143,797,106,143,143,0,5,7,9,1,"No","No","Yes","Yes","No","No","No","SP",2014,"Feb","Yes"
"803",1983,"Graduation","Together",28359,"One","None",35,6,0,5,2,1,2,1,1,0,2,7,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"804",1975,"Graduation","Single",55801,"One","One",35,367,4,51,6,4,95,6,7,2,6,7,"No","No","No","Yes","No","No","No","US",2013,"Sep","Yes"
"805",1973,"Graduation","Married",92955,"None","None",35,693,21,925,31,24,84,1,6,7,9,2,"No","No","Yes","Yes","No","Yes","No","SA",2013,"Aug","Yes"
"806",1968,"Graduation","Together",56534,"None","One",35,691,7,61,10,0,46,4,10,4,7,8,"No","Yes","No","No","Yes","Yes","No","SP",2013,"Jul","Yes"
"807",1962,"Graduation","Single",69627,"None","One",35,231,161,215,171,30,53,2,8,2,11,5,"No","No","No","No","No","No","No","US",2013,"Mar","No"
"808",1970,"Master","Divorced",78579,"None","None",35,816,66,549,216,66,99,1,5,6,4,3,"No","No","No","No","No","Yes","No","SP",2012,"Dec","No"
"809",1980,"Graduation","Together",44964,"One","One",35,19,1,17,2,0,2,1,1,0,3,8,"No","No","No","No","No","No","No","AUS",2012,"Dec","No"
"810",1974,"PhD","Single",30899,"One","None",35,24,0,8,0,0,1,2,1,0,3,6,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"811",1964,"PhD","Divorced",78825,"None","None",35,483,74,114,169,37,18,1,5,10,13,3,"No","No","No","No","No","Yes","No","SP",2012,"Sep","No"
"812",1987,"Graduation","Married",25545,"One","None",35,32,1,64,16,12,85,3,2,2,3,6,"No","No","No","No","No","Yes","No","SP",2012,"Sep","No"
"813",1971,"PhD","Widow",47111,"None","One",35,595,71,153,120,112,41,6,3,2,10,9,"No","No","No","No","No","No","No","SA",2012,"Sep","No"
"814",1955,"PhD","Single",49667,"None","None",35,1181,26,120,17,13,39,2,5,10,5,8,"Yes","No","No","No","No","Yes","No","CA",2012,"Aug","No"
"815",1947,"Master","Together",66000,"None","None",36,244,51,270,101,0,45,1,1,3,5,1,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"816",1964,"PhD","Together",46910,"One","One",36,48,0,14,0,0,6,2,2,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"817",1972,"Basic","Married",25224,"One","None",36,4,9,12,11,2,8,2,1,1,3,3,"No","No","No","No","No","No","No","CA",2014,"Mar","No"
"818",1968,"Graduation","Together",77382,"None","One",36,491,48,231,112,105,134,2,5,7,12,1,"No","No","Yes","No","No","No","No","SP",2014,"Jan","Yes"
"819",1967,"PhD","Divorced",28420,"One","None",36,4,2,5,2,0,0,1,1,0,2,6,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"820",1977,"Graduation","Divorced",32952,"One","None",36,38,0,12,3,1,1,1,2,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"821",1975,"Graduation","Married",46149,"None","One",36,254,6,71,4,0,27,5,5,1,7,5,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"822",1899,"PhD","Together",83532,"None","None",36,755,144,562,104,64,224,1,4,6,4,1,"No","No","Yes","No","No","No","No","SP",2013,"Sep","Yes"
"823",1947,"PhD","Together",73059,"None","One",36,410,112,420,0,82,71,1,9,3,13,4,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"824",1947,"PhD","Together",73059,"None","One",36,410,112,420,0,82,71,1,9,3,13,4,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"825",1959,"Graduation","Married",35701,"None","None",36,21,1,9,7,3,5,1,1,0,3,6,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"826",1983,"Master","Single",89616,"None","None",36,671,47,655,145,111,15,1,7,5,12,2,"No","No","No","No","No","Yes","No","CA",2013,"Feb","No"
"827",1970,"Graduation","Together",105471,"None","None",36,1009,181,104,202,21,207,0,9,8,13,3,"No","No","Yes","Yes","No","Yes","No","SP",2013,"Jan","Yes"
"828",1948,"Master","Widow",78427,"None","None",36,972,19,595,180,26,138,3,3,7,10,3,"No","No","No","Yes","No","Yes","No","GER",2012,"Oct","Yes"
"829",1986,"Graduation","Married",22518,"One","None",36,11,7,12,2,2,27,2,2,1,2,5,"Yes","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"830",1976,"Graduation","Married",59809,"None","Two",36,598,16,141,32,41,49,3,3,3,6,8,"No","No","No","No","No","No","No","CA",2012,"Oct","No"
"831",1982,"Graduation","Single",39660,"One","None",36,139,13,78,20,13,36,3,7,1,3,9,"No","No","No","No","No","Yes","No","SP",2012,"Aug","No"
"832",1950,"2n Cycle","Together",52203,"None","None",36,488,21,238,56,108,28,1,8,7,11,6,"No","No","No","No","No","No","No","US",2012,"Jul","No"
"833",1973,"PhD","Other",35860,"One","One",37,15,0,8,4,2,20,2,1,1,2,5,"Yes","No","No","No","No","Yes","No","CA",2014,"May","No"
"834",1973,"PhD","Divorced",35860,"One","One",37,15,0,8,4,2,20,2,1,1,2,5,"Yes","No","No","No","No","No","No","SP",2014,"May","No"
"835",1973,"PhD","Divorced",35860,"One","One",37,15,0,8,4,2,20,2,1,1,2,5,"Yes","No","No","No","No","No","No","SP",2014,"May","No"
"836",1973,"PhD","Divorced",35860,"One","One",37,15,0,8,4,2,20,2,1,1,2,5,"Yes","No","No","No","No","Yes","No","SA",2014,"May","No"
"837",1950,"PhD","Widow",76842,"None","None",37,605,10,345,84,54,32,1,1,8,7,0,"No","No","No","No","No","No","No","SP",2014,"May","No"
"838",1951,"Graduation","Single",15033,"None","None",37,0,4,5,6,0,4,1,1,0,3,3,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"839",1970,"PhD","Married",67353,"None","One",37,702,17,151,0,8,35,5,5,6,12,2,"No","No","No","No","No","No","No","AUS",2013,"Dec","No"
"840",1975,"2n Cycle","Married",17003,"One","None",37,2,5,12,4,8,7,3,2,0,4,5,"No","No","No","No","No","No","No","GER",2013,"Dec","No"
"841",1965,"Master","Together",65735,"One","One",37,239,7,119,4,15,11,5,6,2,6,7,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"842",1971,"Graduation","Widow",45684,"One","None",37,5,1,5,10,0,7,1,1,0,2,7,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"843",1969,"Graduation","Together",21918,"One","None",37,1,6,7,11,5,3,2,2,0,3,6,"No","No","No","No","No","No","No","CA",2013,"Nov","No"
"844",1978,"Graduation","Married",51267,"One","One",37,183,2,64,7,2,12,4,3,3,5,4,"No","No","No","No","No","No","No","CA",2013,"Oct","No"
"845",1972,"Graduation","Together",59868,"None","One",37,771,51,154,54,10,154,7,11,2,12,6,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"846",1991,"Graduation","Married",51373,"None","None",37,83,2,101,64,26,117,1,3,5,3,4,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"847",1958,"Master","Together",46692,"None","One",37,170,6,97,24,12,88,3,6,1,5,6,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"848",1971,"Master","Together",157733,"One","None",37,39,1,9,2,0,8,0,1,0,1,1,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"849",1950,"PhD","Married",54432,"Two","One",37,33,0,5,0,0,0,1,1,0,3,4,"No","No","No","No","No","No","No","SP",2013,"May","No"
"850",1984,"Graduation","Single",79607,"None","None",37,450,133,951,173,0,216,1,3,6,6,1,"No","No","No","No","No","Yes","No","CA",2013,"Apr","No"
"851",1972,"Graduation","Divorced",51813,"One","One",37,51,2,7,0,1,2,2,2,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Apr","No"
"852",1989,"Basic","Married",17487,"One","None",37,0,0,1,7,4,6,1,1,0,2,7,"No","No","No","No","No","No","No","AUS",2013,"Mar","No"
"853",1968,"PhD","Together",40706,"Two","One",37,59,0,11,4,2,5,4,3,0,4,7,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"854",1959,"PhD","Divorced",62859,"None","One",37,1063,89,102,16,12,25,4,9,4,6,6,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"855",1958,"Graduation","Married",61074,"None","One",37,789,0,133,0,28,152,7,11,5,8,7,"No","No","No","No","No","No","No","SA",2012,"Aug","No"
"856",1969,"Graduation","Widow",43638,"None","One",37,63,10,83,7,19,19,2,4,1,4,7,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"857",1956,"Graduation","Married",58116,"None","One",38,228,19,130,4,11,51,2,3,3,8,2,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"858",1969,"PhD","Widow",62187,"None","One",38,512,0,83,0,0,41,3,6,2,10,4,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"859",1954,"Graduation","Single",46344,"One","One",38,11,1,6,2,1,6,2,1,1,2,5,"No","No","No","No","No","No","No","US",2014,"Mar","No"
"860",1980,"Graduation","Married",77353,"None","One",38,275,59,107,69,101,59,2,6,4,8,4,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"861",1966,"PhD","Single",69759,"None","None",38,452,20,514,13,30,0,3,4,6,5,3,"No","No","No","No","No","Yes","No","SP",2013,"Oct","No"
"862",1986,"Graduation","Divorced",21846,"One","None",38,7,17,18,6,10,26,4,4,0,3,8,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"863",1975,"Graduation","Together",76532,"One","One",38,355,30,177,90,138,30,4,9,5,7,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"864",1965,"Master","Married",70053,"None","One",38,512,53,98,81,179,89,3,8,5,10,5,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"865",1958,"2n Cycle","Single",75342,"None","One",38,204,97,97,21,118,26,1,5,2,10,4,"No","No","No","No","No","No","No","SP",2013,"May","No"
"866",1982,"Master","Together",27590,"One","None",38,6,0,5,0,0,1,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"867",1973,"Graduation","Married",51148,"One","One",38,235,6,45,8,9,12,4,5,1,6,6,"No","No","No","No","No","No","No","IND",2013,"Feb","No"
"868",1963,"Graduation","Divorced",33378,"One","One",38,33,6,40,3,7,10,3,2,0,4,7,"No","No","No","No","No","No","No","SA",2013,"Feb","No"
"869",1973,"PhD","Married",32644,"One","None",38,239,3,141,0,7,23,4,7,1,6,8,"Yes","No","No","No","No","No","No","SP",2013,"Jan","No"
"870",1969,"PhD","Married",33581,"Two","None",38,11,0,5,0,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"871",1978,"2n Cycle","Married",12393,"None","None",38,5,6,15,11,7,13,1,2,0,3,9,"No","No","No","No","No","No","No","SA",2012,"Dec","No"
"872",1984,"PhD","Single",42710,"One","None",38,252,3,42,4,3,102,2,4,5,3,6,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"873",1957,"2n Cycle","Married",82347,"None","None",38,556,54,845,202,133,63,1,7,7,10,3,"Yes","No","No","Yes","No","No","No","IND",2012,"Nov","Yes"
"874",1957,"2n Cycle","Married",82347,"None","None",38,556,54,845,202,133,63,1,7,7,10,3,"Yes","No","No","Yes","No","Yes","No","CA",2012,"Nov","Yes"
"875",1955,"PhD","Married",22554,"One","One",38,27,0,10,0,0,4,4,2,0,4,5,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"876",1987,"Graduation","Married",17323,"None","None",38,3,14,17,6,1,5,1,1,0,3,8,"No","No","No","No","No","No","No","US",2012,"Oct","No"
"877",1960,"Graduation","Divorced",62204,"None","Two",38,317,46,247,151,46,139,1,4,5,12,3,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"878",1956,"PhD","Widow",78028,"None","One",38,158,19,288,25,0,38,1,6,4,9,7,"No","Yes","Yes","No","No","Yes","No","SP",2012,"Sep","Yes"
"879",1962,"Graduation","Divorced",63887,"None","One",38,897,23,207,15,11,92,5,9,6,12,6,"No","No","No","No","No","No","No","SA",2012,"Sep","No"
"880",1965,"PhD","Together",32727,"None","None",38,167,13,180,86,13,70,2,7,3,5,8,"No","No","No","No","No","No","No","CA",2012,"Aug","No"
"881",1985,"Graduation","Together",29103,"One","None",38,16,0,17,6,3,6,2,1,0,3,9,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"882",1965,"Graduation","Married",61482,"None","None",39,48,58,68,16,66,43,1,3,2,6,2,"No","No","No","No","No","No","No","SA",2014,"Jun","No"
"883",1970,"Graduation","Single",20587,"One","None",39,2,3,6,4,1,9,1,1,1,2,7,"No","No","No","No","No","No","No","CA",2014,"May","No"
"884",1970,"Graduation","Single",20587,"One","None",39,2,3,6,4,1,9,1,1,1,2,7,"No","No","No","No","No","No","No","CA",2014,"May","No"
"885",1976,"PhD","Together",52190,"One","One",39,42,0,17,0,0,18,3,2,1,3,5,"Yes","No","No","No","No","No","No","SA",2014,"May","No"
"886",1974,"Graduation","Together",48186,"One","None",39,97,3,66,12,7,34,3,4,1,4,7,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"887",1968,"Graduation","Married",19329,"One","None",39,24,1,16,12,2,5,3,4,0,3,8,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"888",1971,"Master","Married",34109,"None","One",39,9,1,5,2,1,4,1,0,0,3,4,"No","No","No","No","No","No","No","AUS",2013,"Nov","No"
"889",1986,"Graduation","Married",23477,"One","None",39,38,15,54,3,8,29,3,3,0,4,8,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"890",1966,"PhD","Together",47472,"One","One",39,56,0,11,0,0,8,2,2,0,4,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"891",1976,"PhD","Divorced",14849,"One","None",39,21,2,28,3,2,9,3,2,0,4,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"892",1978,"2n Cycle","Married",26224,"One","None",39,4,7,15,13,9,15,3,2,1,3,6,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"893",1962,"PhD","Single",27238,"One","One",39,37,0,17,0,0,3,3,3,0,3,9,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"894",1962,"Graduation","Single",57967,"None","One",39,229,7,137,4,0,91,5,4,2,8,5,"No","No","No","No","No","No","No","IND",2013,"Mar","No"
"895",1949,"PhD","Widow",51569,"None","One",39,380,0,47,6,0,34,4,7,1,7,8,"No","Yes","No","No","No","Yes","No","SP",2013,"Feb","No"
"896",1954,"PhD","Married",72550,"One","One",39,826,50,317,50,38,38,9,5,2,12,8,"No","No","No","No","No","No","No","AUS",2012,"Nov","No"
"897",1970,"Master","Married",44511,"One","None",39,513,7,133,46,14,14,6,8,4,8,8,"No","No","No","No","No","No","No","AUS",2012,"Oct","No"
"898",1955,"2n Cycle","Married",62972,"None","One",39,313,15,47,20,0,192,2,7,4,3,6,"No","No","No","No","No","Yes","No","SP",2012,"Aug","No"
"899",1955,"2n Cycle","Married",62972,"None","One",39,313,15,47,20,0,192,2,7,4,3,6,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"900",1989,"PhD","Together",77845,"None","None",40,760,40,480,0,40,26,1,3,5,12,1,"No","No","Yes","Yes","No","No","No","US",2014,"May","Yes"
"901",1975,"PhD","Married",36663,"One","None",40,18,0,6,3,3,5,1,1,1,3,2,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"902",1976,"Master","Married",53204,"One","One",40,29,0,8,2,0,6,1,1,0,3,4,"No","No","No","No","No","No","No","GER",2014,"Mar","No"
"903",1982,"Master","Married",21059,"One","None",40,8,3,19,3,3,8,3,3,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"904",1953,"Master","Married",67087,"None","One",40,329,35,222,130,35,43,2,7,5,8,4,"No","No","No","No","No","No","No","AUS",2013,"Dec","No"
"905",1953,"Graduation","Single",73892,"None","None",40,703,102,601,0,58,43,1,3,11,8,1,"No","No","No","No","No","Yes","No","CA",2013,"Nov","No"
"906",1992,"Graduation","Together",75114,"None","None",40,571,12,523,63,60,24,1,3,10,5,2,"No","No","No","No","No","No","No","SA",2013,"Nov","No"
"907",1948,"Graduation","Married",42192,"None","None",40,40,15,15,17,6,7,1,2,1,3,4,"No","No","No","No","No","No","No","AUS",2013,"Sep","No"
"908",1960,"Graduation","Married",31454,"One","One",40,28,0,11,0,0,9,3,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"909",1978,"Graduation","Together",22775,"One","None",40,5,1,8,0,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","SA",2013,"Jun","No"
"910",1978,"Graduation","Together",22775,"One","None",40,5,1,8,0,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","IND",2013,"Jun","No"
"911",1972,"Graduation","Together",31590,"One","None",40,6,2,15,6,6,3,1,1,0,3,8,"No","No","No","No","No","No","No","CA",2013,"Jun","No"
"912",1972,"Graduation","Married",80134,"One","None",40,1218,16,272,104,0,80,2,5,3,6,6,"No","Yes","Yes","Yes","No","Yes","No","SA",2013,"May","Yes"
"913",1972,"Graduation","Married",80134,"One","None",40,1218,16,272,104,0,80,2,5,3,6,6,"No","Yes","Yes","Yes","No","Yes","No","AUS",2013,"May","Yes"
"914",1972,"Basic","Married",14188,"None","None",40,2,7,11,16,12,27,1,2,0,4,6,"No","No","No","No","No","No","No","GER",2013,"Feb","No"
"915",1985,"PhD","Married",18169,"One","None",40,9,0,5,0,0,7,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"916",1956,"Graduation","Married",62503,"None","One",40,478,0,193,110,75,117,4,8,3,11,5,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"917",1954,"Graduation","Married",46734,"None","One",40,110,5,137,26,23,29,2,6,1,5,7,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"918",1991,"PhD","Single",68126,"None","None",40,1332,17,311,23,51,86,1,7,4,5,9,"No","Yes","No","No","No","Yes","No","CA",2012,"Nov","No"
"919",1954,"PhD","Married",52869,"One","One",40,84,3,61,2,1,21,3,3,1,4,7,"No","No","No","No","No","Yes","No","SA",2012,"Oct","No"
"920",1986,"Graduation","Single",26576,"One","None",40,10,0,8,0,0,9,1,1,0,2,9,"Yes","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"921",1976,"Graduation","Single",75825,"None","None",40,1032,105,779,137,105,51,0,5,8,9,4,"Yes","No","No","No","No","Yes","No","GER",2012,"Oct","No"
"922",1950,"Graduation","Married",57045,"None","One",40,296,13,104,11,13,17,3,4,2,9,3,"No","No","No","No","No","No","No","AUS",2012,"Sep","No"
"923",1975,"2n Cycle","Together",34984,"One","One",40,8,4,15,3,5,3,2,1,0,3,7,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"924",1973,"Graduation","Married",27803,"One","None",40,8,26,46,38,9,49,2,3,0,4,8,"No","No","No","No","No","No","No","AUS",2012,"Aug","No"
"925",1975,"PhD","Married",69283,"None","One",41,674,62,134,0,26,8,4,7,3,13,5,"No","No","No","No","No","No","No","IND",2014,"Jun","No"
"926",1992,"Basic","Single",18746,"One","None",41,2,10,11,12,9,20,2,3,0,3,6,"No","No","No","No","No","No","No","SP",2014,"May","No"
"927",1965,"2n Cycle","Married",70924,"None","None",41,635,114,254,132,152,76,1,6,6,7,3,"No","No","Yes","No","No","No","No","SP",2014,"Apr","Yes"
"928",1965,"2n Cycle","Married",70924,"None","None",41,635,114,254,132,152,76,1,6,6,7,3,"No","No","Yes","No","No","No","No","SP",2014,"Apr","Yes"
"929",1973,"2n Cycle","Together",69401,"None","One",41,399,27,159,58,8,39,4,4,4,5,2,"No","No","No","No","No","No","No","GER",2014,"Mar","No"
"930",1976,"Master","Divorced",75012,"None","None",41,294,142,218,164,58,151,1,3,8,11,1,"No","No","No","No","No","No","No","AUS",2014,"Jan","No"
"931",1978,"Master","Together",85738,"None","None",41,913,26,376,17,26,13,1,3,6,11,1,"No","Yes","Yes","No","No","No","No","SP",2014,"Jan","Yes"
"932",1975,"Graduation","Together",60934,"None","One",41,224,155,155,192,93,54,2,6,4,11,4,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"933",1986,"Master","Married",27161,"One","None",41,7,4,23,7,0,11,1,1,0,3,7,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
